,Date file created,Month of intercept,Time of intercept,Data sampling period,Sub region of trip,Kind of day,Fish target species,Type of gear,Mode of fishing,Mode of fishing collapsed,Collapsed area of fishing,Distance from shore,Hours on boat,Hours fished,Catch fish,Number of fish avail for inspection
468,2019-05-17,4,1216,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,STRIPED BASS,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,5.5,Yes,1
478,2019-05-17,4,1453,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,7.5,Yes,1
479,2019-05-17,4,1453,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,7.5,Yes,1
533,2018-05-18,4,1525,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.0,Yes,13
534,2018-05-18,4,1555,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,13
535,2018-05-18,4,1430,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,6
536,2018-05-18,4,1520,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,POLLOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,10
537,2018-05-18,4,1625,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,13
538,2018-05-18,4,1455,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,6
539,2018-05-18,4,1450,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,14
540,2018-05-18,4,1505,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,9
541,2018-05-18,4,1500,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,6
542,2018-05-18,4,1515,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,7
543,2018-05-18,4,1510,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,6
545,2018-05-18,4,1440,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,No,0
546,2018-05-18,4,1530,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.0,No,0
547,2018-05-18,4,1535,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,ATLANTIC COD,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,2.0,No,0
548,2018-05-18,4,1540,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,3.0,No,0
549,2018-05-18,4,1545,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,6.0,No,0
550,2018-05-18,4,1550,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,5.5,No,0
551,2018-05-18,4,1600,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,No,0
552,2018-05-18,4,1605,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,No,0
553,2018-05-18,4,1610,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.5,No,0
554,2018-05-18,4,1615,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,6.0,No,0
555,2018-05-18,4,1620,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,5.0,No,0
556,2018-05-18,4,1630,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.0,No,0
557,2018-05-18,4,1420,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,Yes,1
558,2018-05-18,4,1415,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,3.0,Yes,2
559,2018-05-18,4,1515,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,Yes,3
560,2018-05-18,4,1510,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,Yes,2
561,2018-05-18,4,1425,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,3.0,Yes,4
562,2018-05-18,4,1505,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,Yes,1
563,2018-05-18,4,1430,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,4.0,Yes,8
564,2018-05-18,4,1450,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,Yes,2
565,2018-05-18,4,1605,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,3.0,Yes,1
566,2018-05-18,4,1445,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,No,0
567,2018-05-18,4,1440,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,No,0
572,2018-05-18,4,1530,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,No,0
573,2018-05-18,4,1535,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,No,0
577,2018-05-18,4,1555,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,8.0,No,0
578,2018-05-18,4,1600,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,No,0
581,2018-05-18,4,1540,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,2.0,No,0
582,2018-05-18,4,1425,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,1.0,Yes,24
583,2018-05-18,4,1550,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,4.5,No,0
584,2018-05-18,4,1551,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,4.5,No,0
585,2018-05-18,4,1455,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,Yes,10
587,2018-05-18,4,1610,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,8.0,No,0
588,2018-05-18,4,1611,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,No,0
589,2018-05-18,4,1555,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,4.0,No,0
590,2018-05-18,4,1435,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,Yes,37
594,2018-05-18,4,1505,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,4.0,Yes,10
595,2018-05-18,4,1515,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,Yes,4
596,2018-05-18,4,1525,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,Yes,15
597,2018-05-18,4,1535,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,Yes,12
598,2018-05-18,4,1545,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,No,0
599,2018-05-18,4,1546,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,No,0
600,2018-05-18,4,1600,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,3.5,No,0
601,2018-05-18,4,1601,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,3.5,No,0
602,2018-05-18,4,1605,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,No,0
603,2018-05-18,4,1614,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,No,0
604,2018-05-18,4,1615,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.0,No,0
605,2018-05-18,4,1619,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,No,0
606,2018-05-18,4,1620,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,No,0
607,2018-05-18,4,1420,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,6
608,2018-05-18,4,1427,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,6.5,Yes,6
612,2018-05-18,4,1450,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,10
614,2018-05-18,4,1500,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,1
616,2018-05-18,4,1510,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,No,0
617,2018-05-18,4,1515,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,No,0
618,2018-05-18,4,1520,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,No,0
619,2018-05-18,4,1405,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,20
621,2018-05-18,4,1411,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,16
623,2018-05-18,4,1417,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,19
626,2018-05-18,4,1427,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.5,Yes,10
627,2018-05-18,4,1432,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,No,0
628,2018-05-18,4,1431,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,No,0
629,2018-05-18,4,1436,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,16
630,2018-05-18,4,1441,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,4.5,Yes,5
631,2018-05-18,4,1446,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,6.0,No,0
632,2018-05-18,4,1451,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,10
633,2018-05-18,4,1456,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,10
634,2018-05-18,4,1458,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,8
635,2018-05-18,4,1500,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,8
636,2018-05-18,4,1502,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,8
637,2018-05-18,4,1504,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,12
638,2018-05-18,4,1506,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,7
639,2018-05-18,4,1508,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,4
640,2018-05-18,4,1510,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,7
641,2018-05-18,4,1512,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,7
642,2018-05-18,4,1514,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,12
643,2018-05-18,4,1516,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,8
644,2018-05-18,4,1518,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,12
645,2018-05-18,4,1520,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,8
646,2018-05-18,4,1522,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,7
647,2018-05-18,4,1522,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,8
648,2018-05-18,4,1524,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,Yes,6
649,2019-05-17,4,543,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.0,Yes,15
651,2019-05-17,4,558,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,5.0,Yes,3
652,2019-05-17,4,605,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,5.5,Yes,20
653,2019-05-17,4,610,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,6.0,No,0
654,2019-05-17,4,614,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.0,Yes,11
657,2019-05-17,4,619,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,5.0,Yes,4
659,2019-05-17,4,632,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.0,Yes,8
660,2019-05-17,4,640,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,6.0,Yes,6
663,2019-05-17,4,715,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.0,Yes,9
664,2019-05-17,4,742,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.0,Yes,6
669,2019-05-17,4,605,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.0,Yes,10
670,2019-05-17,4,606,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,POLLOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,Yes,2
671,2019-05-17,4,608,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,ATLANTIC HALIBUT,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.0,Yes,6
672,2019-05-17,4,634,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.0,Yes,12
673,2019-05-17,4,826,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,7.0,Yes,12
674,2019-05-17,4,1009,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,6.0,Yes,4
675,2019-05-17,4,1009,March/April,North Atlantic (ME; NH; MA; RI; CT),Weekday,POLLOCK,hook & line,Head boat,Headboat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,6.0,Yes,5
